gps_id,vehicle_id,latitude,longitude,timestamp,speed_kmh
VGPS-00000000,VEH-00000585,15.548722780182414,74.90613440465073,2021-01-01T18:22:00,58.9
VGPS-00000001,VEH-00000585,15.54483413183388,74.90291337092984,2021-01-01T18:27:00,13.3
VGPS-00000002,VEH-00000585,15.540945483485345,74.89969233720893,2021-01-01T18:32:00,17.1
VGPS-00000003,VEH-00000585,15.537056835136811,74.89647130348804,2021-01-01T18:37:00,18.7
VGPS-00000004,VEH-00000585,15.533168186788275,74.89325026976715,2021-01-01T18:42:00,50.5
VGPS-00000005,VEH-00000585,15.529279538439742,74.89002923604626,2021-01-01T18:47:00,50.0
VGPS-00000006,VEH-00000585,15.525390890091206,74.88680820232537,2021-01-01T18:52:00,23.1
VGPS-00000007,VEH-00000585,15.521502241742672,74.88358716860446,2021-01-01T18:57:00,11.6
VGPS-00000008,VEH-00000585,15.517613593394138,74.88036613488357,2021-01-01T19:02:00,14.4
VGPS-00000009,VEH-00000585,15.513724945045603,74.87714510116268,2021-01-01T19:07:00,23.0
VGPS-00000010,VEH-00000585,15.509836296697069,74.87392406744178,2021-01-01T19:12:00,43.4
VGPS-00000011,VEH-00000585,15.505947648348533,74.87070303372089,2021-01-01T19:17:00,52.6
VGPS-00000012,VEH-00000585,15.502059,74.867482,2021-01-01T19:22:00,37.4
VGPS-00000013,VEH-00000585,15.505443527586074,74.87138955216852,2021-01-01T19:27:00,55.8
VGPS-00000014,VEH-00000585,15.508828055172147,74.87529710433704,2021-01-01T19:32:00,54.2
VGPS-00000015,VEH-00000585,15.51221258275822,74.87920465650556,2021-01-01T19:37:00,47.3
VGPS-00000016,VEH-00000585,15.515597110344295,74.88311220867409,2021-01-01T19:42:00,38.8
VGPS-00000017,VEH-00000585,15.51898163793037,74.8870197608426,2021-01-01T19:47:00,44.6
VGPS-00000018,VEH-00000585,15.522366165516443,74.89092731301113,2021-01-01T19:52:00,46.9
VGPS-00000019,VEH-00000585,15.525750693102516,74.89483486517966,2021-01-01T19:57:00,20.7
VGPS-00000020,VEH-00000585,15.529135220688591,74.89874241734817,2021-01-01T20:02:00,34.9
VGPS-00000021,VEH-00000585,15.532519748274666,74.9026499695167,2021-01-01T20:07:00,46.8
VGPS-00000022,VEH-00000585,15.535904275860739,74.90655752168523,2021-01-01T20:12:00,37.5
VGPS-00000023,VEH-00000585,15.539288803446812,74.91046507385374,2021-01-01T20:17:00,27.7
VGPS-00000024,VEH-00000585,15.542673331032887,74.91437262602227,2021-01-01T20:22:00,22.2
VGPS-00000025,VEH-00001580,15.035647251521707,75.37154413298727,2021-01-02T08:48:00,12.4
VGPS-00000026,VEH-00001580,15.038902063894898,75.36853670523833,2021-01-02T08:53:00,48.2
VGPS-00000027,VEH-00001580,15.04215687626809,75.36552927748939,2021-01-02T08:58:00,15.8
VGPS-00000028,VEH-00001580,15.04541168864128,75.36252184974045,2021-01-02T09:03:00,27.0
VGPS-00000029,VEH-00001580,15.048666501014472,75.3595144219915,2021-01-02T09:08:00,44.5
VGPS-00000030,VEH-00001580,15.051921313387663,75.35650699424257,2021-01-02T09:13:00,39.8
VGPS-00000031,VEH-00001580,15.055176125760854,75.35349956649364,2021-01-02T09:18:00,40.6
VGPS-00000032,VEH-00001580,15.058430938134045,75.3504921387447,2021-01-02T09:23:00,18.6
VGPS-00000033,VEH-00001580,15.061685750507236,75.34748471099576,2021-01-02T09:28:00,21.3
VGPS-00000034,VEH-00001580,15.064940562880427,75.34447728324682,2021-01-02T09:33:00,22.3
VGPS-00000035,VEH-00001580,15.068195375253618,75.34146985549788,2021-01-02T09:38:00,36.3
VGPS-00000036,VEH-00001580,15.071450187626809,75.33846242774894,2021-01-02T09:43:00,17.1
VGPS-00000037,VEH-00001580,15.074705,75.335455,2021-01-02T09:48:00,36.9
VGPS-00000038,VEH-00001580,15.078277084456767,75.3321442178742,2021-01-02T09:53:00,33.0
VGPS-00000039,VEH-00001580,15.081849168913534,75.3288334357484,2021-01-02T09:58:00,38.8
VGPS-00000040,VEH-00001580,15.0854212533703,75.3255226536226,2021-01-02T10:03:00,10.7
VGPS-00000041,VEH-00001580,15.088993337827066,75.32221187149679,2021-01-02T10:08:00,35.1
VGPS-00000042,VEH-00001580,15.092565422283833,75.318901089371,2021-01-02T10:13:00,48.6
VGPS-00000043,VEH-00001580,15.0961375067406,75.3155903072452,2021-01-02T10:18:00,24.3
VGPS-00000044,VEH-00001580,15.099709591197367,75.3122795251194,2021-01-02T10:23:00,15.3
VGPS-00000045,VEH-00001580,15.103281675654134,75.3089687429936,2021-01-02T10:28:00,52.2
VGPS-00000046,VEH-00001580,15.106853760110901,75.30565796086779,2021-01-02T10:33:00,49.8
VGPS-00000047,VEH-00001580,15.110425844567667,75.302347178742,2021-01-02T10:38:00,38.9
VGPS-00000048,VEH-00001580,15.113997929024434,75.29903639661619,2021-01-02T10:43:00,19.6
VGPS-00000049,VEH-00001580,15.1175700134812,75.2957256144904,2021-01-02T10:48:00,55.5
VGPS-00000050,VEH-00000984,17.7204496684229,77.03481030705906,2021-01-02T18:06:00,24.9
VGPS-00000051,VEH-00000984,17.719389140422017,77.03525089468799,2021-01-02T18:11:00,37.5
VGPS-00000052,VEH-00000984,17.71832861242113,77.03569148231693,2021-01-02T18:16:00,38.4
VGPS-00000053,VEH-00000984,17.71726808442024,77.03613206994586,2021-01-02T18:21:00,20.6
VGPS-00000054,VEH-00000984,17.716207556419356,77.0365726575748,2021-01-02T18:26:00,12.6
VGPS-00000055,VEH-00000984,17.71514702841847,77.03701324520372,2021-01-02T18:31:00,19.2
VGPS-00000056,VEH-00000984,17.714086500417583,77.03745383283265,2021-01-02T18:36:00,44.2
VGPS-00000057,VEH-00000984,17.713025972416695,77.0378944204616,2021-01-02T18:41:00,51.5
VGPS-00000058,VEH-00000984,17.71196544441581,77.03833500809053,2021-01-02T18:46:00,58.7
VGPS-00000059,VEH-00000984,17.710904916414925,77.03877559571946,2021-01-02T18:51:00,27.3
VGPS-00000060,VEH-00000984,17.709844388414037,77.0392161833484,2021-01-02T18:56:00,37.1
VGPS-00000061,VEH-00000984,17.70878386041315,77.03965677097733,2021-01-02T19:01:00,37.9
VGPS-00000062,VEH-00000984,17.707723332412264,77.04009735860626,2021-01-02T19:06:00,56.4
VGPS-00000063,VEH-00000984,17.708468262679563,77.03988383647611,2021-01-02T19:11:00,59.9
VGPS-00000064,VEH-00000984,17.709213192946862,77.03967031434595,2021-01-02T19:16:00,14.4
VGPS-00000065,VEH-00000984,17.709958123214157,77.03945679221579,2021-01-02T19:21:00,49.5
VGPS-00000066,VEH-00000984,17.710703053481456,77.03924327008563,2021-01-02T19:26:00,44.1
VGPS-00000067,VEH-00000984,17.711447983748755,77.03902974795548,2021-01-02T19:31:00,30.4
