timestamp,entity_type,entity_id,latitude,longitude,action,metadata
2021-01-01T12:00:00,Crime,FIR-BLR-2021-00001,13.068908,77.536605,THEFT Reported,Severity: 2 | Loss: 36652.41
2021-01-01T12:00:00,Crime,FIR-VKT-2021-00001,14.948603,76.041678,BURGLARY Reported,Severity: 3 | Loss: 306800.8
2021-01-01T12:00:00,Crime,FIR-MYS-2021-00001,12.33463,76.423379,THEFT Reported,Severity: 2 | Loss: 26406.83
2021-01-02T12:00:00,Crime,FIR-BLR-2021-00002,13.126564,77.580803,VEH_THEFT Reported,Severity: 2 | Loss: 598060.87
2021-01-02T12:00:00,Crime,FIR-RBG-2021-00001,15.497303,74.979436,THEFT Reported,Severity: 2 | Loss: 44796.6
2021-01-02T12:00:00,Crime,FIR-MYS-2021-00002,12.310791,76.847815,BURGLARY Reported,Severity: 3 | Loss: 386430.25
2021-01-02T20:46:00,Vehicle,VEH-00000754,12.35504432751615,76.80191992621161,Moving,Speed: 58.4 km/h
2021-01-02T20:51:00,Vehicle,VEH-00000754,12.351356550223137,76.80574451569397,Moving,Speed: 28.6 km/h
2021-01-02T20:56:00,Vehicle,VEH-00000754,12.347668772930126,76.80956910517634,Moving,Speed: 38.4 km/h
2021-01-02T21:01:00,Vehicle,VEH-00000754,12.343980995637112,76.81339369465871,Moving,Speed: 43.0 km/h
2021-01-02T21:06:00,Vehicle,VEH-00000754,12.340293218344101,76.81721828414108,Moving,Speed: 43.2 km/h
2021-01-02T21:11:00,Vehicle,VEH-00000754,12.336605441051088,76.82104287362344,Moving,Speed: 59.3 km/h
2021-01-02T21:16:00,Vehicle,VEH-00000754,12.332917663758074,76.8248674631058,Moving,Speed: 11.8 km/h
2021-01-02T21:21:00,Vehicle,VEH-00000754,12.329229886465063,76.82869205258817,Moving,Speed: 32.0 km/h
2021-01-02T21:26:00,Vehicle,VEH-00000754,12.32554210917205,76.83251664207053,Moving,Speed: 34.4 km/h
2021-01-02T21:31:00,Vehicle,VEH-00000754,12.321854331879038,76.8363412315529,Moving,Speed: 43.0 km/h
2021-01-02T21:36:00,Vehicle,VEH-00000754,12.318166554586025,76.84016582103527,Moving,Speed: 50.1 km/h
2021-01-02T21:41:00,Vehicle,VEH-00000754,12.314478777293013,76.84399041051763,Moving,Speed: 32.4 km/h
2021-01-02T21:46:00,Vehicle,VEH-00000754,12.310791,76.847815,Moving,Speed: 27.9 km/h
2021-01-02T21:51:00,Vehicle,VEH-00000754,12.307132230261507,76.847246154158,Moving,Speed: 49.3 km/h
2021-01-02T21:56:00,Vehicle,VEH-00000754,12.303473460523014,76.84667730831602,Moving,Speed: 14.9 km/h
2021-01-02T22:01:00,Vehicle,VEH-00000754,12.29981469078452,76.84610846247402,Moving,Speed: 18.7 km/h
2021-01-02T22:06:00,Vehicle,VEH-00000754,12.296155921046028,76.84553961663204,Moving,Speed: 36.7 km/h
2021-01-02T22:11:00,Vehicle,VEH-00000754,12.292497151307535,76.84497077079004,Moving,Speed: 50.9 km/h
2021-01-02T22:16:00,Vehicle,VEH-00000754,12.288838381569041,76.84440192494804,Moving,Speed: 38.9 km/h
2021-01-02T22:21:00,Vehicle,VEH-00000754,12.285179611830548,76.84383307910606,Moving,Speed: 40.8 km/h
2021-01-02T22:26:00,Vehicle,VEH-00000754,12.281520842092055,76.84326423326407,Moving,Speed: 23.7 km/h
2021-01-02T22:31:00,Vehicle,VEH-00000754,12.277862072353562,76.84269538742208,Moving,Speed: 17.5 km/h
2021-01-02T22:36:00,Vehicle,VEH-00000754,12.274203302615069,76.84212654158009,Moving,Speed: 26.3 km/h
2021-01-02T22:41:00,Vehicle,VEH-00000754,12.270544532876576,76.8415576957381,Moving,Speed: 57.1 km/h
2021-01-02T22:46:00,Vehicle,VEH-00000754,12.266885763138083,76.8409888498961,Moving,Speed: 57.6 km/h
2021-01-03T08:19:00,Vehicle,VEH-00001172,15.31484436064633,75.03743679174045,Moving,Speed: 37.5 km/h
2021-01-03T08:24:00,Vehicle,VEH-00001172,15.312976747259135,75.04013614242874,Moving,Speed: 29.8 km/h
2021-01-03T08:29:00,Vehicle,VEH-00001172,15.311109133871941,75.04283549311704,Moving,Speed: 26.1 km/h
2021-01-03T08:34:00,Vehicle,VEH-00001172,15.309241520484747,75.04553484380534,Moving,Speed: 27.3 km/h
2021-01-03T08:39:00,Vehicle,VEH-00001172,15.307373907097553,75.04823419449363,Moving,Speed: 40.7 km/h
